likes,shares,comments,engagement_rate,is_misinformation
9693,3303,4728,5.291884547826885,1
4638,4435,2240,9.313592588379262,1
5189,2055,2729,2.020168710477883,0
7628,1315,3071,3.334834862426961,0
6534,2790,3403,7.016164061292754,0
4098,3105,158,3.625784055066652,0
8482,4690,1274,6.636779878878326,0
177,440,3827,5.498134030551977,0
6590,2246,265,0.1742038371287924,0
4758,1484,1975,4.833913589356255,0
6314,4453,1596,4.247822345240268,0
1836,479,1138,6.443386660878613,0
4386,2115,4847,8.298881759093806,0
2383,309,3273,7.700109738228775,0
4942,4883,4433,6.644194816684349,0
9998,1015,826,5.296668666276342,0
2814,3537,1688,3.382774625871452,0
6017,1561,21,2.5059174864596647,0
6716,317,155,8.351685748651056,0
201,1255,2743,4.349505037794391,0
4891,1362,2508,7.113929331578018,0
2878,3079,1030,3.5106825682492793,0
2246,2315,3639,4.891507654447695,0
3220,3147,2159,2.770699329563686,0
2307,4046,4709,2.4505544696549384,0
7057,4532,1502,9.996380655088643,1
8199,3127,2064,3.629676112327458,1
4530,3791,625,7.496058800163599,0
1537,4815,3587,0.39891429494015473,0
6391,4987,3548,1.7239450256886624,0
8181,2374,1828,9.176233553923716,1
4366,2592,615,9.15682854381295,1
4084,2,2369,1.6191386783837514,0
483,2556,1834,6.253787525482986,0
2168,2870,1453,7.687108278907138,0
926,2772,3662,0.9966020359604755,0
3307,599,3949,4.920067707885167,0
60,535,4322,9.030951260738384,0
8377,2868,3002,8.959799624923349,0
7230,877,4631,0.5251458408004472,0
5779,1946,2391,3.082607203963673,0
4556,1209,1985,1.1887490731887207,0
8144,1068,4539,9.05775587502259,1
7608,722,1196,9.819370794440317,0
9054,4283,173,2.0719595714469197,0
13,1645,3938,0.5815735472083272,0
5682,3556,3886,4.871371624303341,0
6995,1130,1915,0.5569156498876382,0
7457,842,1926,2.723109921093416,0
4703,1488,4389,7.831938989315503,0
4079,3188,3688,1.6929755738470564,0
4381,4160,1100,2.1979561786018333,0
9558,2137,1258,8.278213740597621,0
9739,1158,780,1.4772531417591084,0
2710,1486,2627,3.11197803768017,0
6638,2224,214,7.838823688442943,0
711,4330,4801,5.870542133354828,0
6623,3331,4115,2.225018564833847,0
9363,2832,1970,7.723203746015289,0
6693,4689,1992,9.028870491417887,1
9106,4580,423,2.911579719166364,0
2420,2525,541,7.807368609144768,0
4736,2841,1835,8.965474590324488,0
7124,716,1289,1.9698297005214394,0
6380,2174,1111,0.34994707114015866,0
3847,3395,4134,4.80816066347865,0
4971,752,140,6.058504260026725,0
6174,4930,3183,4.083168752759333,0
4923,769,2983,3.791500335444108,0
1030,164,1577,5.453092262410197,0
1145,1698,1964,1.1518913594978464,0
4372,4691,1126,4.831909099144877,0
1325,2332,725,3.187293331315373,0
998,3624,2626,0.3782816900338215,0
2266,1176,2652,2.8814779551700855,0
7262,537,3320,5.192955351359485,0
884,3374,1458,9.526593167626627,1
7383,816,1733,4.380019003085593,0
8323,2944,1654,6.244556621046014,0
5970,2745,4138,6.120809193415565,0
669,1799,4461,5.709355345643533,0
1690,1787,2033,4.830530778349703,0
621,3056,3979,0.35777960976326684,0
6205,1024,1709,0.2980519827314154,0
4035,4189,3863,0.466632419422669,0
2892,1732,4219,6.724006375307537,0
9343,4650,3667,8.671297219586025,1
4324,2124,4713,3.6527933171757923,0
3717,2503,26,0.3093008725302171,0
8561,4816,3852,7.438478311914243,1
6683,1158,1982,0.6249462945690243,0
7627,3117,4405,0.04070271050875984,0
4610,1583,3926,9.62534855187037,0
8275,4947,3630,9.047233731180587,1
588,1971,2280,3.3733170954590475,0
2694,1042,2927,2.754315600961348,0
5771,2169,1483,9.141950635326038,1
1652,3679,287,1.7848662027035656,0
9574,955,1920,8.019467813245152,0
6813,4768,1570,5.121757587949634,0
2016,4663,873,1.3800510694630408,0
9149,2716,1819,9.083143080268517,1
7602,1795,3969,1.7521837465547696,0
5763,4267,535,6.9011499307063335,0
8402,1212,2693,8.323680241264503,0
2632,15,2094,4.01339526081316,0
5881,2844,1662,6.389415415963398,0
3335,1512,589,0.24699812571106428,0
385,3430,2116,0.5897941022365394,0
8578,3673,2079,7.302755556874998,1
3476,4066,2757,0.29040067354616284,0
855,234,2865,4.476589818117266,0
3095,4814,2587,9.004266126562202,1
8726,2660,2049,1.7070129962929492,0
8180,4536,4879,3.745862828092595,1
5749,1465,2825,1.4430023825192062,0
4082,1420,2430,5.091815153043575,0
8309,4436,3959,9.91609638144779,1
2976,1392,3398,8.369699474124307,0
5980,718,197,4.063286032194413,0
3571,3135,935,0.7837160096698903,0
5839,2833,1464,7.837583880530913,0
179,3495,422,4.153355707024224,0
7666,1337,2653,8.895155564340728,1
1772,2421,3345,1.5796332737330332,1
7,4131,1181,3.1757243859001183,0
6245,3011,1690,2.790365774024729,0
5776,2659,4795,8.651615173479804,0
4100,1164,3504,5.07733540372697,0
2887,2735,4208,1.418218600377542,0
7546,4813,4637,3.574468313532584,0
6749,4713,940,9.431825303394373,1
7896,4718,1780,5.514873061410988,0
3755,178,3509,0.36733554399478674,1
972,1037,3471,0.5784498568213248,1
5955,3834,2000,2.356807196944163,1
6793,4778,17,6.213243995124651,0
5275,4805,158,2.452607030592903,0
7467,2557,1033,8.50114552083355,1
4606,1839,4968,6.294218654727787,0
2326,3568,564,3.0073059504719932,0
7004,4423,698,3.9393469230981415,1
3438,4812,3126,3.7525772206453767,0
5652,3986,1768,3.141837845757025,1
7041,3176,3227,6.298862856812426,0
5002,3313,889,2.016742481735566,0
5749,491,390,2.921100778378083,0
1873,4896,2809,0.8523642663193942,0
396,4210,2172,3.760366046379965,0
2348,309,3699,0.64384498387836,0
5959,2598,2266,0.1790548736236952,1
3465,1701,4376,6.459797069786855,1
4698,805,2487,1.6245490443408805,0
6736,4019,3111,0.3519769296207853,0
4311,4207,2518,0.6833332093825628,0
7956,1892,1399,1.9921037388600793,0
0,1326,1214,7.208810280626937,1
7311,1917,2481,0.1186231143944716,0
5369,2624,2058,7.265199754537372,0
1194,4410,414,5.970581506447838,0
1099,2241,3919,5.139092507769671,0
3551,1973,4663,9.09283402325548,0
761,4040,2909,8.29587743643701,0
7617,3978,2402,4.187705158054259,0
8287,1315,1579,0.06700284496819253,0
9765,3429,1744,7.105764468147249,1
5466,2572,260,0.47726143029518164,0
6126,610,4675,2.7805392360532633,1
8458,2867,969,4.930345297864927,0
1121,1489,94,0.9934123999340927,0
2604,203,3792,6.79271594947485,0
6809,3389,4081,3.2136903170555375,0
3205,1399,4421,3.616607152381104,0
4650,2267,874,6.4832482013778,0
9309,1372,3507,3.9824190019261607,0
7903,1256,2718,2.2456973344705276,0
5136,2347,4189,1.7675811659623497,0
9844,3203,335,7.2404193219586785,0
5260,1694,1524,7.5058491541990175,0
2095,2682,163,1.9570022164808776,0
2842,2992,2941,3.190065375482305,1
6713,233,4463,9.566081225473033,0
2300,2137,318,9.842293489629517,0
1726,3575,1278,5.853078803982652,1
512,2806,1854,7.569455551156801,1
6890,1927,1808,7.482532301405918,0
795,4850,2943,3.955614734708658,1
4959,1957,1443,0.4842884370461331,1
9818,1493,3765,7.407038803918158,0
3281,931,186,1.3577338242192882,0
7909,47,427,2.9049843270677735,0
5884,2270,1147,3.1554354413532626,1
9256,2760,4120,3.490921125601579,0
8553,4561,1826,4.656818803644071,0
2998,2064,4572,5.016106944932916,1
751,678,3758,4.835239453782119,0
1336,3945,1680,1.6285081815594071,0
9493,1590,3807,6.488029451062877,0
4417,2518,121,7.90225537219857,0
1960,828,3294,4.617407604378553,0
4650,1566,982,8.383197230049072,0
3105,1567,1253,4.442568462776785,0
1,3334,16,5.6831894497328115,0
749,205,4097,0.6954976264988488,1
7738,1805,266,1.4684570096104643,0
2848,479,4018,7.673332361361359,0
7619,2120,1872,2.491784486739965,0
3601,1461,250,0.9377652037147399,0
9225,2629,4372,5.682474118250253,0
8625,2766,3606,0.943919639499029,1
617,1437,1849,6.84074001355289,0
5341,1942,1720,6.8917455106494785,0
8981,3742,2271,4.530579446368755,0
3622,2805,3622,6.857670112460097,0
4416,2827,940,7.993737666310331,0
8989,770,3484,1.9767531139519023,0
9970,66,472,6.495332036170852,1
2926,1445,513,6.9234728431682235,0
5239,2901,2212,1.9445133188487196,0
5662,2418,299,7.268766177451234,0
5862,363,2501,7.195464721912618,0
651,4495,2686,1.5725262981116206,0
9488,2897,3902,3.1742763309832975,0
471,259,3961,9.41152387119597,0
8027,3859,2528,0.7114350265682479,0
4851,1068,2122,2.2894675536466256,0
1318,3934,2356,5.788006955704659,0
4974,4993,4171,9.687008013950342,0
9175,1310,4055,2.5714485388122243,0
4743,1442,2434,8.167809749400512,1
2650,1328,3346,3.673542181147961,1
3609,228,3004,3.5248599330333743,0
9803,4845,2794,9.960569458165667,0
7992,1209,3782,8.172170527099096,1
206,1970,4555,2.48528744720361,0
4884,4221,1564,1.8565213378460255,0
3236,4227,1863,0.8408093885311518,1
123,3232,1598,4.827015322623243,0
6020,1725,4756,3.3450904709075413,0
4368,1616,2316,3.8082157643198844,1
8665,1897,3568,4.3140933456329655,1
353,4441,1219,9.910435308614893,1
2144,1962,1879,0.02872563377060544,1
8728,2131,3176,4.26064490760147,0
1084,2482,1800,0.6497297731291629,1
1117,1450,1098,6.730159105187493,1
961,4280,1120,0.504287989407548,0
757,1255,3722,7.668312377857465,0
7820,400,4123,8.677850648701241,0
1788,1747,3173,9.708015772411612,0
1319,1982,2909,1.2087067403100882,0
681,1975,4214,9.788914776672794,0
9043,3653,1607,4.123357642754767,0
6090,3464,3098,6.325788189035613,0
749,2414,149,0.00047538949457859303,0
8088,3182,681,3.702588194633538,0
9054,2308,3225,3.528966111399746,0
2346,1087,761,5.038058389992257,0
707,3874,182,1.3259240065820266,0
3967,2547,2230,6.901858640519237,1
2715,3160,172,5.957025358897857,0
9111,1392,2589,2.124878274795802,0
9532,1515,1857,9.836361140124472,0
7035,2693,354,0.055930165525300835,0
7812,2903,2201,3.3591806993750852,0
8032,3958,2432,2.6172485390574876,1
9866,4500,732,5.600392929327801,0
8455,4463,919,8.88399642136278,0
479,220,1334,6.577751528376089,0
6664,3012,4649,0.4759432533465269,0
7210,1270,3140,8.6339826082325,0
1119,4268,360,2.650800548754788,0
9609,4218,873,1.103243027511227,1
4619,1752,1086,4.325539715155436,0
8593,635,717,8.987113899019246,0
1494,2863,2542,0.3458376512196215,0
2699,2737,4519,6.256612878766906,0
3850,2696,4936,3.324967557223646,1
3937,4089,254,6.2257284113565685,0
6426,1499,3834,2.6634598833752188,0
4628,3261,4356,9.670961399088604,0
8137,500,522,1.1383028537199391,0
6905,1656,2627,1.5799397938520843,1
3148,3358,415,0.4566768720907821,1
7912,1896,3076,7.949978394724941,0
8901,2108,917,0.9395680848210164,0
5787,1161,205,2.7662351603359636,0
1939,125,2129,2.0560132654835064,0
9171,3775,1090,3.535337238536443,0
8616,4287,4852,7.657816521188395,0
5123,1969,266,9.501920279440721,0
4179,3285,4846,8.788700156347844,0
791,2240,1766,8.411657425182915,0
4752,588,1763,4.1747068158885785,1
4152,3094,4570,8.018187016006626,0
1635,742,1509,7.771509379434569,0
9160,3227,152,2.475306936095256,0
4496,1116,553,2.6239546629706814,0
951,825,4582,4.989938077000846,0
6079,1703,2618,9.634776287522334,0
521,2656,2676,1.0790172895235484,0
6065,1153,3796,9.883997911616104,0
1974,2272,3842,1.5892955120233576,0
6413,3943,1398,4.856104432392289,0
1882,2395,1771,3.0397184163535407,0
5461,1134,3428,4.197537285430664,1
6283,1505,1056,9.578335300217443,0
5097,2244,837,6.318022366803257,0
6407,2238,2612,2.9751189623948058,0
4544,3135,2732,6.284270282844981,1
7394,4589,966,4.521541661850743,0
3131,168,1521,9.433599419533833,1
5174,176,2770,3.5284497182500765,0
4095,1168,3796,5.844746209904073,0
8713,586,1021,8.49421739379829,0
4321,54,3120,9.588425389316285,0
6259,2734,3085,7.991680455821212,0
5459,3745,3789,9.35534622462271,0
5226,135,3265,4.6377534727189085,0
5638,537,2840,7.645005915744486,0
6676,2209,1960,0.9464963055478137,0
7931,2207,246,5.938134191231624,1
6474,2565,3646,0.1350295397076584,0
4651,1728,431,2.6004652482762856,0
8414,4410,566,6.655596972309153,0
5329,707,480,1.7156212688627526,0
9941,1240,4353,2.0014239172145185,0
7972,4359,534,0.6171842026277274,1
2475,1575,4271,7.4738799001319585,1
3136,2989,468,4.479450253172836,1
9073,4557,3958,8.87949676509632,0
6661,1184,2574,3.6225920877714235,0
2341,4409,4914,4.352569950732832,0
220,4979,4247,4.949209532252928,0
6570,4226,4919,8.609101194035846,0
2360,4762,2328,2.921864038593619,0
5834,4160,1621,0.5157956784198314,0
5583,568,2995,6.271913914331922,0
3648,1442,1970,8.25700893939893,0
251,2016,430,5.562573891590055,0
6838,946,4093,3.2047810346736796,0
5231,2832,3663,6.304693675732336,0
1787,4044,4415,9.910032284048672,0
279,51,3242,5.740417679909307,0
4389,3659,2118,3.15216417113539,1
5634,2384,1111,2.4361554696838574,0
6311,4234,4065,9.982266928884497,0
2101,4487,4152,8.504219136449526,0
3649,233,2214,2.7948553071065394,0
9842,4527,4726,2.624460917419019,0
6869,4383,796,8.03670193683638,0
5741,1129,3307,9.922853483468133,0
23,4703,2969,4.6560320994422,0
7261,2551,1421,2.2726557236902623,0
8447,4728,4627,2.303435939489936,0
9429,615,4102,7.9735167300083285,1
3942,1924,1745,6.05016931350749,0
1063,3928,4074,6.337512554385411,0
8986,2345,2505,1.9432550470990673,1
9678,4889,237,1.30473484052543,0
2483,2772,2498,0.10640841025823855,0
7716,918,4587,9.152022591295019,0
5109,3242,448,3.5498975022155865,0
1234,4855,3229,7.5797603174907096,1
7626,4921,1004,8.844580359452289,0
2291,1951,638,5.985653219855216,0
8953,273,2250,4.242570722812178,0
4238,2345,2629,0.38667935977831247,0
1784,4307,2907,3.3712818185214277,1
8511,3073,4215,3.216274816226845,0
3992,955,4760,5.663465338340231,0
4528,2336,1558,7.640671146212768,0
3650,3757,2671,7.111010545599887,0
7402,4061,2960,8.699198139255547,1
2779,4792,2227,0.46846196468343426,0
3615,2888,4726,6.050034190102483,0
6346,2718,4737,1.8900727487899338,0
1996,596,952,9.725386333275438,0
9488,2320,1535,4.091116762305809,0
8035,4384,492,6.238553715110205,1
6109,2239,1616,3.5158245035753524,0
109,4361,2990,2.2017630590342883,0
411,3844,3398,6.87875682404944,0
70,835,2444,9.392592069084476,0
3727,4773,3583,0.5947989808974985,0
717,991,789,8.252404544815562,1
5476,4776,1129,3.4159278835413365,0
6813,700,3963,1.209234427477539,0
718,4915,2381,7.132741142403319,1
7736,1633,4754,0.8246949330597042,0
7735,3869,1397,7.277365829040905,0
8318,4681,3546,4.357974831465703,0
8617,77,2499,1.647379794414684,0
7242,4987,4279,1.5719222378849895,0
2325,3745,3159,7.4820237583592455,1
2435,2746,4676,8.282755636900227,0
2818,3285,4717,6.8562520336469195,0
535,1932,4267,7.2084520719653025,0
6451,3250,2425,8.481452435906556,0
7746,2618,2224,4.285534697481175,0
5172,2652,4706,1.6768307859719567,0
9336,2530,2083,3.7727005893385925,1
9913,4925,1476,9.792859614076932,1
3490,1764,224,4.484889328684787,1
3870,764,2040,9.238900927984357,1
1779,4112,2977,7.027341928526614,0
3147,4247,1316,7.377445508130265,0
905,460,3544,1.9021241097227437,0
2131,4343,3364,3.687307601385873,0
6947,599,2796,7.323856820188322,0
8498,4193,1671,6.555645865646849,1
3516,4634,2813,8.626071065461023,0
4432,295,4462,2.0999132475342197,1
5991,4533,1506,7.483089980371496,0
8708,1422,832,0.3944297347544534,0
100,2019,1023,2.998004512192849,0
6060,664,1410,6.304936669882516,0
2147,3443,1212,9.800446723285669,1
2220,2421,4087,9.893734472851865,1
27,3678,4911,4.391483709250897,0
4852,558,2248,7.646763189409035,1
3336,2532,174,6.004975926388631,0
2362,1107,2189,7.090960570142717,0
4133,4761,3346,7.319477066267849,0
3676,4578,2237,5.473184045097087,0
2375,3367,1636,8.139377859211294,0
47,4934,857,5.844934060611169,0
7058,105,2828,1.0061562790778877,0
8197,3678,1568,9.892039358511166,0
5533,1706,1651,3.038525085353908,0
8961,790,3168,9.641877557129423,0
7602,811,2376,2.9261919110103696,0
1362,4945,3790,8.531520475616944,0
3340,169,3012,6.895859510793491,0
816,4445,1396,3.5687009994675956,0
7,1932,3582,9.380040470028908,0
4872,1751,2822,5.831464342817501,0
2532,448,2142,8.297626719572683,1
2759,2679,2529,7.969404631286338,0
328,1124,2058,0.4638414158768811,0
4875,1392,1577,2.6886116551065555,1
2385,1818,430,4.722156704869869,1
3980,1683,3585,9.33020320898655,1
2466,3601,4432,0.6246123947353055,1
5329,1855,4470,1.8564367701738083,1
1194,4860,1118,6.2452344729371045,0
100,1288,4125,6.526996688252788,0
2461,2249,897,1.6398160399559136,0
6715,1141,841,9.483002932304531,0
322,1048,2267,1.7683546389040983,0
7832,2416,3242,1.823437384601564,0
3649,4480,1887,6.35547626318827,0
4846,2321,224,4.214636738599324,1
5755,4629,3345,0.26011658614505606,0
606,2391,407,9.205088715039935,1
8708,3392,2205,0.7514185838961618,0
9300,4202,4804,1.563172655868127,0
4335,921,4125,8.971040082750116,0
838,709,1192,2.7531172481708133,1
1121,446,2866,8.17678956831596,0
3965,2509,2391,1.7071434808421204,0
3341,3287,1422,0.48184201058865117,1
1336,2853,4279,2.3473070455314327,0
1259,1072,3273,7.4201583282425245,0
7192,3688,4716,6.625932635107161,0
644,3128,4416,3.1061942196515826,1
596,3597,2049,6.334799018841338,1
6389,4434,2042,6.649827439315398,0
2810,4118,3659,5.6468257785653995,0
4536,1067,3163,9.355242217569584,1
6769,436,1193,7.936208018437982,0
467,1092,2818,8.159742464349245,0
9156,593,1328,4.258943471484385,0
9829,2560,2642,6.838994279622844,1
2786,276,4177,1.8335126958382897,0
8418,4587,1316,2.959549049018002,0
2808,82,4318,5.024195345620194,0
9496,3383,878,8.162497735224761,1
5789,467,1061,3.3693213137638436,1
8705,997,3204,4.398152583878065,0
211,2379,594,9.57341390291359,1
769,1292,2075,2.840979828341675,0
7531,4095,4280,6.180652808380095,0
8622,1367,667,1.0054368297980476,0
3258,3934,4644,4.116760552988714,0
259,93,216,3.300899621587684,0
1754,922,4703,0.13072130326836517,0
45,3141,1272,5.852106213884593,0
876,1909,4790,3.3142216887829603,0
8154,3454,2787,2.5167396363059344,0
2917,2629,4567,8.925969448733769,0
1955,1879,1361,2.296203423327361,0
9792,1804,4480,4.054856045206915,0
2274,1158,4098,9.494289721637506,0
7735,3220,4192,0.8030700015494963,0
1739,357,596,9.384346934230617,0
5666,141,3981,3.9021477203336117,0
3190,1794,2798,7.909275744311344,0
333,2878,4783,3.55896937321642,0
1530,2218,4738,4.155503857541245,0
555,2059,3578,4.377785985678235,0
8922,1078,4784,9.468084336099466,0
4823,501,4708,5.502544067404408,0
4033,885,1752,2.168761197179303,0
1163,2939,699,6.115110174020987,1
6028,602,3317,8.894711681811458,0
9491,4420,352,2.1438096740293897,0
2020,1964,1841,3.375549805097202,0
7685,3894,476,5.714629667283111,0
6023,2544,1426,9.872579676717946,0
7444,4411,4090,4.653589767115809,1
3686,1724,3128,5.843490245265578,1
1940,171,2469,1.3530850162527663,0
4396,4676,1069,7.581551014343782,1
3071,1301,861,2.1987080688646508,1
7016,83,85,3.279215716412247,1
3499,1171,3459,7.095650069544407,0
9402,943,2641,7.126646804531057,0
4253,4828,4273,3.1879992102760415,0
7817,1786,1861,8.503167137650978,0
9546,4193,3164,7.947052546699052,0
6025,4309,3781,6.15778999675349,1
7576,806,1249,1.78697451976917,0
6607,310,4562,9.048799690385716,0
7753,1760,885,5.27421487062734,0
7022,2230,3977,3.764040946313454,0
4109,1982,3386,9.272804654911152,0
3267,1356,4984,9.71639368613346,0
7072,3986,4075,7.17192777255473,0
9427,3897,2138,7.913757759625183,0
5254,356,3467,2.46764762202629,1
4203,3162,62,2.5879549760096277,1
5890,4951,4110,5.691996837308029,1
4726,1198,1777,9.83203134258916,0
6297,2701,4030,7.432243894550857,0
4442,4738,3062,7.459904797157214,1
1048,4734,1896,2.5759747820138323,0
1959,2311,2780,4.197819955952894,0
9770,2776,3205,3.425296076259162,0
3698,526,815,3.022577055574761,0
8541,3244,1550,7.311014154800772,1
5675,3330,3612,0.9985411276157963,0
7891,364,3513,1.6544220207160032,0
1478,4104,3671,4.122957589865242,0
1820,3331,2209,3.0272791573893976,0
9433,112,3069,9.033711184090713,1
3930,3790,426,2.004433832450819,0
5365,2522,23,2.488431080353599,1
9067,4574,1304,1.7808482798552128,1
6603,847,3496,8.583501848023117,0
9733,3807,2676,2.0205895967558583,0
5786,2529,3947,3.5207813399882526,0
3701,1669,4394,6.6931133728548975,0
9011,3666,3078,0.7763182488160725,0
3909,4811,547,8.166491284991222,0
8400,580,2318,7.062506501290216,0
1884,375,2117,2.6103763764397203,1
4502,2977,2275,3.9179456348093087,0
2128,4541,196,6.20070330137121,0
7497,4054,1537,9.464574561339026,1
8298,2613,1130,6.292604637742595,0
4029,871,3231,2.5303974871695734,0
1425,484,368,4.8249675684100914,0
4605,4772,3228,4.49614752244362,0
9309,3488,816,5.326073972162249,0
2129,3760,1491,5.190488593393484,0
4056,1710,3538,3.6405235826449456,0
240,1160,719,8.71826546508928,0
8356,1381,2762,3.301112053763624,0
1496,230,3387,5.2995234194792795,0
303,3186,4734,2.608631188383245,0
4774,3902,795,4.348016627163938,0
911,2562,2389,6.813909435789018,1
5093,2031,2202,7.578561092008613,0
6047,111,3207,8.0622222057093,0
2761,3217,2503,7.36824576699473,1
605,1372,1882,4.6675534782272186,0
1038,1231,2175,0.3746838862448998,0
406,3,1402,5.24492067508482,0
1071,3149,1987,0.5515067058194711,0
7830,1762,95,9.664498609094519,0
4209,1720,814,3.7795649134795917,1
6598,4834,2660,5.036713258923759,1
4621,2096,1141,1.2954698332329295,0
6088,1132,2569,9.957228817845937,0
4443,1716,3188,4.922018283774254,0
1452,3443,3419,2.982899680408125,0
2453,521,4319,1.9304866741826388,0
5499,2972,2295,6.499307474889543,1
5180,2423,4018,4.362992414897983,0
6673,634,974,3.1732999546357163,0
2987,648,1861,0.09642595604498316,0
2789,3161,648,0.3639702414162327,0
200,1172,741,6.936131304578073,0
7825,4818,1576,4.805404663005604,0
6200,366,2599,8.48890414459765,0
8974,3783,4879,7.535284694133223,0
2760,2884,1787,5.734404565034441,0
5225,3988,3096,5.609908774392966,0
4921,4714,137,7.453449460674278,0
3713,2516,2056,7.4116231902839615,0
5652,4307,1831,3.34517473717833,0
9130,4360,568,1.0531945415898902,0
3116,624,4726,7.718282264601873,0
3617,3417,4266,2.231059382952184,1
5190,1803,883,7.912650823635865,0
8955,1234,4607,6.180917234091202,0
2894,1106,1919,3.579600961731959,0
9446,761,4015,8.522739294204687,0
4619,348,4470,6.911685483558204,0
7290,895,1895,5.451082690592104,0
9990,1951,203,3.008999507960133,0
5188,330,4152,9.862806051505945,1
4966,3547,656,8.385405134729236,0
9461,3551,1048,1.3657573755923214,0
7540,3143,3462,8.062287646676209,0
4193,922,3126,1.2018860089547811,0
5441,1518,3024,2.4774773033733064,0
8904,3450,3615,9.57549763594513,0
8865,3338,3743,8.699047242118494,0
4604,2286,2969,6.060034326528853,0
9133,4,71,6.9912816782363185,0
942,4766,749,0.8960946978420081,0
4471,46,952,3.3237385685459397,1
3743,3438,4612,3.2242461730224035,0
6283,1049,4122,0.32668874199402564,0
3836,298,4179,7.041019066757275,0
2428,60,2595,3.0755423931192616,0
9381,3493,73,6.330926641358844,0
3624,2431,4585,0.2722405809267603,0
9444,3487,3526,0.016434853500431057,1
7391,4029,3319,1.70006864354727,0
7927,1824,2059,7.028866125771454,0
1909,755,3638,6.0417145395320055,0
2674,575,1359,2.009062983016406,0
3324,2224,1277,5.2337391805795015,0
5833,4188,2718,6.192205416400148,0
2602,1550,4698,9.389448726964542,0
5797,533,1001,7.6242575088652185,0
154,1991,4927,1.3583338219884156,0
2674,863,1127,2.702300501024478,0
4503,4507,602,4.034862405753729,0
1527,1054,4888,1.052905999500181,0
625,3026,1895,5.553566741387891,0
685,2399,4163,9.070928504155345,0
9657,3283,1524,3.063777023678076,0
5209,1208,1706,9.846458929055832,0
869,1610,1166,2.493174731320239,0
3077,3242,1932,4.722663911556536,0
904,4327,1760,3.430350468473322,0
2022,1097,4292,3.0811478060205832,0
1242,252,664,3.7787080138495543,0
2711,2952,3736,0.32412036953156087,0
1294,3369,4107,5.320103400289632,0
5937,3145,962,7.414096021874581,0
9055,433,1052,8.637924882030116,1
1556,1956,988,3.2435519990467387,0
2302,2788,87,5.50404237912419,1
736,1222,4951,8.927960275704171,0
778,2771,472,7.99872233328346,1
5525,83,4206,4.640750060227774,0
5833,711,2468,1.6484625591149349,1
