followers,posts,likes,comments,shares,engagement_rate,is_influencer
564458,34,33734,8571,2117,1.8701011306557458,1
177173,800,55228,6595,1606,3.102523443326799,0
591169,211,87614,693,71,1.5001033891494475,0
694070,935,57707,9639,4923,6.785528537218904,1
479078,234,98411,7025,4272,2.0013755149746695,0
909524,788,23565,1755,706,2.268575390458137,0
903196,519,44054,7033,1928,5.749351480917936,1
141435,940,53568,7693,4979,9.67341078396044,0
922274,804,66045,847,2798,9.138825723685413,0
907772,638,72351,4061,1177,8.64496729626922,1
831553,588,57647,1195,153,5.3092383332782065,0
74960,568,58312,9704,29,2.977518157057207,0
12990,762,42398,5478,3311,7.057671782732654,1
992088,699,60865,6332,3826,3.895772797791982,0
95258,529,32408,8154,4786,7.779089834312092,0
128640,192,88428,5648,1874,0.16191485577313758,0
504619,86,64225,3320,236,5.2954004096680185,0
307803,435,78812,2457,2185,3.3735049499737224,1
557425,76,3500,3450,4725,2.4904910583577875,1
16573,669,51351,8418,617,6.618368376243767,0
411050,503,12546,1807,1571,6.5837333361111,0
10554,694,53053,418,2437,0.3706717794359493,0
230726,556,40526,3155,4455,9.476988860158874,0
895236,86,80578,9110,581,3.618530361505198,1
758668,925,38153,7364,2254,9.174078143989842,1
995157,801,229,3818,600,5.837199881700799,0
218670,706,51638,2631,978,6.525904728733848,0
869596,64,24725,3674,514,9.605155783199791,0
710157,914,33677,9537,809,8.221972796659744,1
14015,615,77256,4630,2485,1.4003501003024843,0
923238,482,50129,6868,1446,0.05220962593334155,0
898607,665,31879,5513,468,3.0858738034175515,1
60617,256,82554,1829,629,4.885375943876236,1
999202,448,96654,9855,3382,7.321498911633944,0
705952,721,4717,8276,113,6.610483803727015,0
635329,757,84110,3812,1225,3.128561714100768,0
76195,323,78771,886,4342,5.4199598916335665,0
383747,329,5189,7594,1616,6.509333160247738,1
952085,229,86859,2797,3317,5.137502020438029,0
685277,853,89001,4147,4640,6.889742960422307,0
775726,380,77508,2131,2670,4.852182539483355,0
215722,225,1865,2759,4813,5.2968500698361325,1
138715,58,98602,8932,4873,9.407752927973608,0
14269,806,93503,2876,3068,3.891581276292817,0
281502,472,4540,9903,2537,7.55707331127664,1
493069,127,57441,55,3174,3.3467654616582596,1
623317,91,93309,3362,2637,3.3185453539096033,0
522579,272,78000,8998,2222,9.26671596875075,0
84857,598,37582,3056,51,6.9867150542265,0
394419,732,79132,4750,2344,9.289582879775715,0
521542,505,96921,9198,2222,9.945814620095256,1
193830,643,80922,5003,4695,0.002031651944003343,1
344398,846,19906,7905,4266,9.83150249028609,0
365036,611,20802,4103,3108,1.008707196785955,1
57235,779,72354,6267,1658,0.7041147993789543,1
298448,682,64761,1781,3557,7.678098047555774,0
285316,185,57276,989,4550,3.5018460062050583,1
599122,814,74573,7552,4822,9.178119365000521,0
873163,98,69721,5199,886,5.445065689316175,0
495221,648,36994,3369,3053,3.8611164375134353,1
570145,994,90016,377,2802,0.7343737359325109,0
142483,368,7692,2377,2197,4.646358517767039,0
270969,295,58396,6045,4010,2.778977340500121,0
622062,306,19999,281,635,0.7661310110127539,1
695102,269,72341,2919,3014,6.703885297741476,1
906056,860,3157,6984,3885,9.773368834977175,1
988130,484,34873,3594,2082,3.7891448539654524,0
976805,765,37944,1838,174,2.972649205951672,0
417556,632,33761,6570,1056,0.8996019031050861,0
814583,944,79241,8406,1748,2.2314522110507884,0
44327,545,85016,4730,2762,2.8497224979840574,0
141324,571,98493,2120,3468,3.441756128360647,0
822746,46,31678,2870,2301,6.339670482444848,1
201344,190,92235,785,567,1.1487267806387402,1
834800,774,92530,7773,4418,0.5842391342318343,1
848542,34,95106,937,1783,9.305818172922077,1
391811,358,19282,9881,2143,7.991886918125005,0
920176,646,55008,9448,4438,2.782220869153563,0
786291,552,12793,3112,2240,6.387921898206844,1
460153,758,26542,6432,2558,5.9249227979990575,0
540610,236,86169,6698,1474,7.430105835333693,0
747073,357,39814,7437,4102,8.59294478716927,0
405407,47,15637,4534,329,3.5775205032735578,0
955585,392,85331,9529,4178,6.608319827253235,0
408881,579,94058,5629,2673,8.020409073909907,1
849057,245,74774,6171,4622,6.992943048757095,1
580792,190,92685,8461,889,9.221355885345567,1
963098,123,49757,1490,761,4.946874527185986,0
58631,315,48179,6041,1023,8.026405932952182,0
836671,141,92070,9872,1680,9.097413978411302,0
712658,357,9256,4769,3256,5.5705287488085276,0
508823,189,54947,6389,1061,0.17293532743372753,0
367727,424,517,8601,903,8.180083686608524,1
229121,992,77961,6641,133,8.460339714897868,0
790399,599,87138,9633,1125,3.998506607854525,1
562306,741,14676,7155,1964,2.2907807348101072,0
184758,663,52959,8983,2039,9.781492669420633,0
943299,394,87355,5342,4188,5.516235823929184,0
453042,521,10781,359,2849,5.161796855098325,1
69774,52,84192,4677,3211,9.460742942387682,1
664873,489,64758,5139,3366,4.080971122960052,1
855706,127,25678,8614,2911,8.481359982246405,1
333616,580,70328,8312,4869,7.0065108468974575,1
522777,70,49962,2220,2591,9.677153721238094,1
297748,562,77491,4129,4283,4.286509425513522,0
249319,795,45528,8262,2183,9.076258883168473,0
752702,197,8268,3692,4261,5.688807171590883,1
592392,462,18693,4630,3548,4.7587647242407805,1
109818,856,25601,8205,244,3.05663544530261,1
621684,196,92176,5425,1179,5.526980163181417,0
983733,947,69975,3900,4925,5.725519459572533,1
703175,473,48139,8462,1778,8.983911360076261,1
530008,749,13227,5892,2535,7.040621292843206,0
566013,173,43701,5613,436,8.264736578484065,0
831355,433,95053,9775,2270,7.6913003640371915,1
992584,807,95238,522,1824,2.766465535029808,0
485356,111,71925,2817,793,2.057975650601768,0
302437,992,62425,4950,4268,2.5848135572203903,0
737979,276,94111,2839,1280,1.465794243753341,0
729831,645,45229,7889,1738,3.859619234924627,1
817461,162,85478,7491,449,6.5390071457692835,0
980418,438,89928,8014,1954,5.369774923052036,0
814017,700,82765,7691,614,6.7921432872531895,0
59271,436,25268,442,4321,3.560984533856859,1
975877,587,77776,6394,738,2.0527778658435993,1
680258,620,62448,8002,1631,2.0275814847919094,0
810881,952,96536,9413,4171,6.008625467067157,1
400953,545,66868,894,3665,1.6429475899142998,1
36308,342,11229,2253,68,3.9716717230619913,0
459710,770,45292,2010,1874,2.1283274277604427,1
479955,686,6300,6857,869,6.627603847289455,1
386518,905,83194,4993,1393,6.15420838779705,1
844607,449,39934,4635,3470,3.811249667775396,1
292203,615,25820,7808,3191,1.2871751953450516,0
157520,980,65873,6997,3119,2.118168144466752,1
938212,864,36062,9237,2115,4.722090588023332,0
869981,133,95442,4833,3965,9.720824244341697,1
659346,311,49488,2934,376,2.7077476150420345,1
779269,677,13445,8662,2323,1.9119035690589237,0
385911,358,1867,371,2815,2.2068341824337123,1
484069,258,94117,6998,1941,7.0813913616795885,0
53934,957,88834,1403,204,9.146841653955214,1
485134,280,66030,4602,744,0.7517162391924948,0
662845,438,4642,3946,3136,7.492885415712184,0
228112,579,8352,4673,1549,4.946066796594991,0
383238,716,2036,1007,4420,8.251904667013072,0
781208,722,64092,667,2425,4.215053227707602,0
119156,593,14722,1446,2864,0.05216251676792516,1
352208,256,48324,3966,3973,6.827963767295713,0
274916,490,16186,4368,4776,8.079714314873062,0
994192,107,59085,5317,670,9.020210941531548,0
668891,338,87003,7246,3417,5.690512890950342,1
582852,602,91487,3029,3065,1.220485012431456,1
776323,434,58897,8232,1727,3.698346442255558,0
489830,586,2281,5892,4026,7.84250245121112,0
563923,433,96231,7190,2932,4.944129655480147,0
420135,14,42828,4804,3814,6.9924448818050156,0
154972,999,1601,6379,1703,0.04689683358799046,0
562682,468,44787,8317,3086,0.7300233973743575,0
36030,805,1299,777,3264,6.811636184486351,0
855382,815,58054,9027,4541,2.9020188093931387,0
470105,602,14794,9070,53,3.8818668770789144,0
671919,507,95684,4489,691,6.42132911774492,1
209920,96,95249,6270,4099,1.120144935967743,1
946061,411,53319,7281,256,8.32708355290617,0
432224,302,16026,9028,3432,1.4443426016318495,0
408269,932,96633,8716,833,7.332825440512677,0
785994,290,18430,9443,2529,2.927513690439599,1
436033,206,47785,7688,2896,2.5997096613168633,1
366570,773,21858,4241,1161,8.212646989848752,1
923497,92,84118,7330,3522,5.522017462533704,0
648940,36,3332,8926,472,2.05497784974894,1
478628,854,33871,6871,2026,0.02546250911317882,0
180453,703,68713,168,1637,9.730348793998013,1
205819,144,28170,9340,3548,4.313861891225972,0
538803,99,63455,8491,2240,3.9742279489186307,0
370445,215,96139,5033,2354,0.5031458621786211,0
672695,36,86421,521,4854,8.944034693509627,0
59724,387,38809,8809,905,1.405876959371829,0
265319,580,95264,9909,1183,3.354557116098081,0
3405,593,74263,8493,2219,4.2110389498580005,0
577803,424,80068,8844,3644,8.101057487800668,1
532629,236,39828,3301,1088,3.5946663214071184,0
680644,612,91181,4159,1192,5.314625423528132,1
684362,77,45329,2279,2128,4.287314696415731,1
223064,371,63206,9814,3451,3.118446951296611,0
454668,269,24708,1681,3841,9.463030849089527,0
977181,667,82183,91,331,7.968768108265113,0
617084,72,15956,3706,1211,1.743529599747975,0
372604,864,83972,960,1048,5.547063348875232,1
82499,981,63756,4159,4088,7.965601190824886,0
346669,701,80604,843,2275,5.797899726287073,1
981051,989,87745,218,1634,4.93779291995931,0
151013,632,79268,8895,3605,0.7205939743987211,1
419235,712,62809,6028,502,1.060666885064997,0
409995,950,87964,246,3569,2.45239535200682,1
281570,917,4089,5109,1079,5.133966911948447,1
456884,401,30788,8248,1334,9.872966845685463,0
424399,255,92959,6124,4647,8.022661920768119,0
198386,287,98661,6325,4018,1.1005100046429883,0
561215,356,79535,6307,4216,7.172593936988444,1
7395,946,74478,1912,2073,8.104713391727284,0
232122,381,15840,4221,4054,4.142632783412106,0
662334,818,3250,7374,22,3.301476233764892,0
268294,858,55714,266,1849,5.846151040376572,0
78668,132,67794,3482,2163,5.191535549684543,0
50572,66,98887,9872,479,2.65213605796903,0
699171,169,85358,1531,2354,3.973778305829402,0
85028,136,80037,4564,2748,5.444375162895251,0
235050,746,55509,4228,2539,5.799243662687416,0
55497,616,10768,7155,4864,5.317495216379528,0
103300,320,64684,9211,1143,8.46107511087226,0
23466,527,91264,317,2333,0.3174503978730592,0
534838,944,47999,9792,2645,3.329836804412203,1
316206,274,18167,710,838,7.498336138466634,0
36394,755,50245,8642,1849,6.5178260316853205,0
454247,297,86452,1743,3386,9.18266629181861,0
193622,429,48505,1323,2852,5.880210287423562,0
886226,905,5117,2680,2209,6.381509062070567,0
141559,537,40706,4237,1392,7.049471601227696,1
56084,149,10333,3051,3256,1.8620059912624232,0
863241,818,97838,4664,1959,7.53244011763465,0
163003,716,14922,2704,275,2.9988963854100215,1
348435,707,84053,5675,4624,4.245011800656404,0
80220,996,57861,6787,1459,0.14006501572616625,0
224356,484,25317,2640,3331,8.435659310835291,0
12366,914,71656,7376,958,9.53492894125565,0
775112,646,2477,8138,1841,0.6019095118479123,1
645813,538,86878,5362,4059,6.352001797701138,0
163935,887,6137,694,4145,9.607786761581028,0
684689,398,35644,4253,3377,6.069007882598197,0
508426,520,98346,8531,2524,7.97950987188075,0
890725,547,38597,1768,487,1.1812878483383171,1
64818,222,8595,8283,2127,2.4484977286242895,0
897757,906,25902,171,1940,3.4573485592126305,1
973627,522,46261,2749,2453,9.811666496553789,0
224133,812,88266,3102,4014,7.817779703648218,1
758044,274,6686,620,3797,8.856628694946401,0
760353,352,43109,5214,4350,4.870764196850617,0
173443,47,63039,9180,959,7.168053562333765,1
977270,242,59737,76,2563,7.315649428675728,0
847757,269,51802,2198,463,5.689230608451203,1
172313,317,94649,4237,1936,8.77969150704365,0
2676,412,97462,8422,4131,1.582512259579888,0
107094,270,81197,6027,15,0.5751968986511546,1
399498,485,50029,5855,4070,3.0405649568933124,1
551510,759,34654,2544,918,0.8827181059568479,1
511615,115,66839,2857,1613,0.6031616265544482,1
193375,256,50892,1553,822,4.190897968937712,0
800808,313,83032,6274,2120,2.0050568469145325,0
983633,352,64936,3740,3391,7.901474971272378,1
10431,456,87960,9153,1966,5.7978438596551305,0
820802,47,72988,1627,1881,3.605928504364063,1
658297,829,26474,1074,739,2.8654414180787735,0
943105,864,38886,3204,4853,5.63138156860266,0
892548,55,97409,1028,3066,4.340020987599075,0
751151,731,14426,647,3843,0.5573518023731905,0
2067,614,33335,5303,797,6.6519061118263325,0
604225,229,30541,3162,3210,4.997575877232885,0
628844,265,74916,902,1586,2.768995950227718,1
407688,146,99657,4067,3730,2.9041510353615596,0
711375,240,77340,9695,1777,4.527845932798501,0
427363,827,91092,5076,2531,8.275924620556347,1
616684,723,4965,2897,2434,4.230505803146699,1
317798,587,65704,9537,3917,8.395808315811518,0
456024,982,44124,5562,4553,4.248632135395281,1
184406,47,68207,8173,2469,8.299131658634888,0
217739,164,16762,8681,2279,9.315299641843527,1
661556,512,29904,5252,1367,0.20573878587793692,1
715960,114,67468,7851,2767,0.6225041222238747,0
219124,264,14213,8617,1397,1.3401929574575877,1
211489,413,32961,7228,154,1.221204793660876,1
818025,497,24839,5681,3186,4.544778833666473,0
373567,967,29942,5595,1115,7.640340715449034,0
852491,467,30325,7390,3665,9.613284151666223,1
108041,537,91583,3991,3596,4.177808139677878,1
202867,600,10207,9599,1114,6.884811365640493,1
746746,534,95971,6462,699,6.355069118145639,0
831833,379,70152,6368,4200,3.931835346318424,0
819025,111,73414,8614,595,7.211235189033422,1
928965,925,14814,9406,1013,5.919510833588913,1
94220,673,17684,3942,539,7.599395211375933,1
560978,699,35968,1800,11,1.936487035691934,1
620648,912,3373,2377,1943,3.6027138526984914,0
69923,608,90685,7323,4459,6.7122191378332925,1
547114,609,99687,2103,661,1.248034625129173,0
383384,550,15178,1271,4633,7.703975679891155,0
670913,521,25956,5020,4409,1.3343977227621517,1
240438,398,64683,434,1422,3.2445415103420485,0
316309,372,40692,3598,1245,2.375286733349349,0
776415,940,44119,3771,579,0.6098556161713575,0
844886,842,91635,8726,261,2.706568368904528,1
794391,621,4991,8572,495,9.115112092837345,0
830147,124,5202,2150,4225,0.26928646948776724,0
947883,731,20316,4124,4887,0.16828930711486834,0
416890,975,29695,5602,2136,7.04266847914386,0
141631,352,3622,5167,629,3.6686991497686328,1
557540,83,60737,5486,505,2.2974107887482442,0
289248,144,57132,4049,206,5.088721512141885,0
919055,949,1610,546,3431,2.6667553695059842,1
590957,977,41572,4422,3130,3.9201792253281917,1
138679,790,16988,9943,1854,7.153363886930945,0
601927,871,95862,4824,1660,1.1690706448303945,0
830405,987,66156,3115,2581,9.596562079612564,0
651430,599,15335,218,4979,0.4252868426905365,1
948362,980,2602,125,284,8.065373553282285,0
957871,389,92295,9520,718,7.245911939514103,0
473124,499,55625,9415,3988,2.820895771275733,0
497644,134,85720,4180,501,1.1832285155225697,1
624652,47,88458,5160,257,8.523749381942483,1
716211,790,98459,2770,4905,6.796116264169335,1
319680,319,80934,9766,2597,2.908812235349693,1
604872,115,93465,1942,1922,0.16929171670273413,1
883391,565,61255,4457,1239,9.384903423680463,1
674930,234,60261,1254,3294,4.042531664599619,0
692298,251,15903,987,3013,1.7626684698929695,1
470671,406,11309,7237,4617,9.118339453433821,1
622504,162,35483,8111,887,3.5902064435257364,1
782575,545,8070,7955,3454,4.632516409975973,1
970302,645,33217,5353,744,6.986186633839151,1
902715,806,94961,9509,3436,8.194188270343922,0
889842,975,61305,1371,1704,1.0017774874654795,0
453934,411,15106,360,210,8.986739040438025,0
973473,869,33837,8104,4064,9.325397181235374,0
495941,782,4017,8549,1956,2.592697266641195,1
261474,155,29420,7784,2526,4.973879399419539,1
213911,200,93703,8088,1702,8.578753342124294,1
494798,902,13582,7729,4214,4.873483318687178,1
215156,686,79403,2783,485,4.819745714179543,0
476753,592,84205,63,2156,6.1852318984927726,1
571108,960,75763,2228,2501,7.67439312696837,1
