likes,shares,comments,weak_ties,virality_label
2579,1409,477,8.36736509034251,0
8542,3663,3354,7.784914354742856,1
7423,4609,1875,0.3910354015670714,1
5117,1993,4954,9.847494277447433,1
74,3330,143,7.764869059691343,0
1742,2668,4722,3.677225394106003,0
9263,2615,333,0.3617920926246354,1
4531,1586,3236,9.569653149229095,0
2894,1146,2557,9.098469695172938,0
4020,1310,4527,5.337364962396094,0
8599,2733,3603,3.5049127225069823,1
4255,1790,1791,9.201763937240866,0
7536,3513,1166,8.929308184486933,1
2784,4489,834,0.6816031861076077,0
3018,425,4265,7.572051316182808,0
6540,1852,201,0.8608118162486333,0
5887,3966,2687,7.696983066023466,1
6077,3991,659,7.915829212385789,1
7003,347,1284,1.4184871965489743,1
5682,3800,2381,0.4526496782627465,0
814,1338,1078,6.90368498601762,0
3556,1862,338,2.8426366208110676,0
903,4608,716,3.972967017067892,0
8886,2822,1412,6.807331704995553,1
7148,154,4113,8.477492971260057,1
7,2547,2206,8.88890379314245,0
6747,902,4799,0.28957165054454115,0
408,3044,2473,7.7236934478078645,0
2032,3475,3327,1.3951332574474662,0
7345,821,40,2.2142437149164818,1
5912,4775,2460,8.889223554366215,1
2611,733,819,7.985147098542688,0
9046,4599,4409,4.466026605753154,1
662,645,3967,1.1087451878518129,0
9296,2080,4881,4.142786463833751,1
1995,1850,737,4.0507259968854825,0
5557,674,3682,4.487854086898562,0
317,2511,1803,8.241024480204889,0
951,2099,677,7.322689516459909,0
780,2281,4535,9.49941608428883,0
1744,321,2709,2.45119693895972,0
1171,3951,2669,0.4964970584598105,0
9976,4692,4529,9.03409087119695,1
1394,2533,4419,2.703299795377877,0
5494,1826,1918,9.748075398151173,1
2656,3787,4182,8.72128397906046,0
2203,967,3648,8.219247519812988,0
8832,717,1830,8.06395138689627,1
6959,2524,2390,6.533573520325152,1
2091,297,2032,3.563769084032753,0
6897,3405,2997,7.838539370043678,1
2001,4245,764,1.5006952705788112,0
6545,2364,240,5.904567152039907,0
6187,824,75,3.0797718357779957,0
1935,3676,3307,5.156363290772116,0
6450,341,2690,3.116460631571983,0
6060,4055,4389,1.6050029638487306,1
4029,1238,1450,3.3045312909932445,0
946,2264,3153,6.707805711866753,0
7606,4379,3167,2.848248976320653,1
4745,687,611,1.6871258501555164,0
9833,3545,426,0.1293385022650817,1
573,3866,242,7.542708299721024,0
6864,84,288,9.776838016859589,1
3293,2021,4198,4.875823832961277,0
5253,343,235,2.096107654063877,0
1294,2419,2087,9.544113500213658,0
2484,1925,3530,9.051542663983982,0
5629,1093,229,7.485715607656629,1
1199,88,1784,4.0123444254342076,0
1748,1579,581,9.57627687935913,0
3978,2302,506,2.351277294038896,0
4670,73,4561,0.4081647132977517,0
1292,3506,2583,9.408335629116602,0
8517,2970,907,0.7885336085578931,1
7918,3707,713,3.989972918465714,1
392,3288,634,6.2071645515809815,0
5469,4629,2845,7.92104509997129,1
2214,4273,2527,7.8912813236119375,1
7880,4336,1685,7.6335724360888175,1
403,2519,3902,2.328879231007118,0
4683,1179,797,1.0231647458645743,0
9062,1815,903,5.607499556882364,1
6011,4737,4085,4.436368367892213,1
6147,434,371,2.616410861048454,0
9269,2363,4100,2.276190572554407,1
9957,1599,3943,0.5409670704768832,1
8754,1094,2349,7.112636534763609,1
795,640,977,0.7782197226280341,0
5943,4305,1725,3.3069936190911187,0
5257,4058,306,6.624672376146515,1
974,3098,4856,3.3933955398498283,0
7845,1647,45,2.370702144642337,1
3884,486,4326,6.17364188558804,0
8653,2318,1485,1.837877973275881,1
9541,1573,2522,8.316203337073954,1
2604,4442,3233,8.590136220001018,1
1930,4860,3694,9.200925290864113,1
5954,1211,4327,0.4210482577534347,0
2034,200,403,3.8797164786392058,0
9490,905,1418,9.167503713084013,1
2378,3892,360,7.45031364955234,0
9327,1323,2687,9.3228203329218,1
8328,1394,1806,4.33768713151013,1
3936,2053,4160,7.639919048910448,0
6597,2066,3692,0.5127988259445015,0
4276,2126,1515,7.725532963742094,0
8795,3209,1441,1.4554414562709406,1
7407,4472,222,8.25032187645226,1
6631,1083,3679,9.958773742934552,1
3295,316,4552,8.39173472542393,0
6756,4002,3202,8.300264761864982,1
3751,4894,711,1.5232770844234245,0
9164,3571,182,9.72988793814183,1
8654,530,4118,4.679640325671225,1
9891,130,2649,9.557494487413937,1
1319,4282,2925,7.652957061023575,1
1702,3955,4693,0.7778063039935013,0
4351,4718,2194,9.534813667373104,1
3787,1040,1257,2.344535342221273,0
7119,2604,1918,9.477973658114877,1
2381,1084,3558,0.329316790642431,0
4020,2243,4186,0.9363275035760066,0
8061,2024,4905,9.242422249456165,1
8042,4244,1302,8.0832363866484,1
9698,2319,1172,5.504046989957875,1
5978,4694,4670,8.506802832253321,1
5219,4895,7,6.559153146029053,1
8004,2118,1283,4.036792825865142,0
2931,4552,583,3.9622014448178087,0
7777,4386,458,1.933786098790552,0
197,3836,2265,5.3707954079759,0
7125,919,2666,8.494042549672068,1
1930,4050,815,0.49485013553870805,0
6287,2339,2511,8.892265936634216,0
8800,755,246,6.654729651372994,0
9339,1869,4825,6.167380805749029,0
4282,4472,416,6.259002329239922,0
2511,507,4463,2.962698359544694,0
9986,1436,3717,4.151445038682877,0
659,2575,107,7.992900059042146,0
2811,3426,2631,3.063810369362896,0
7098,558,838,4.700202095726968,0
6546,3102,4513,0.19632271387653333,0
9561,4516,4916,7.335583529355066,0
1986,3622,1421,4.177021766786057,0
8338,4399,4778,5.253587684736037,0
2911,4057,3912,1.1468931781075864,0
1734,3715,255,9.917142287874368,0
1843,1301,2827,3.0246782698484598,0
8680,2155,837,6.349896615964504,1
2976,692,2962,5.812363448544654,0
1959,4350,2282,7.8509220392499035,1
5759,1478,552,2.9383695562196053,0
6694,256,180,7.559273449972372,0
2385,2430,4252,3.8250173068573434,1
4736,441,1477,4.111609658463491,1
1802,1881,570,6.727125264867702,1
8155,2646,4952,7.842857717404687,0
8120,3820,1727,6.668666361205591,0
6616,4677,591,8.99879520571152,1
5534,1735,4516,2.8515902951006735,0
4061,3735,2260,9.006167321019493,1
262,2645,2947,1.308635259433787,0
6287,18,347,6.595303190299806,1
8815,1124,165,5.4763065138017755,1
9208,3985,4443,4.946359404155895,0
2049,2654,2896,3.109120288621783,0
5423,2080,4493,5.037327453082342,0
4548,1547,582,1.6177335638470325,0
3108,861,3506,3.693209442116756,0
7158,154,4403,0.9868091748387742,0
7400,3494,3038,5.718465997863196,1
3170,904,2845,0.9576788619962695,1
9874,1269,2766,1.6034464390516567,0
2255,404,4194,0.8546680148748131,0
1154,843,1265,3.8131063995207795,1
4499,1782,4253,8.419584544183484,1
6295,1564,4649,9.068963916338276,1
6197,1184,4746,0.7188945460001339,0
9888,746,2967,6.34550140861627,1
1648,1725,2274,6.843854245920734,0
5539,3188,2470,5.337699424320242,1
9637,270,2290,6.669848614695459,1
4199,4865,2577,2.3369071544309525,1
8445,3956,3660,4.89644211819016,0
2557,171,1068,3.9087584903582853,1
5592,273,2736,0.8970795143963106,0
98,2306,4829,6.25556439722489,0
2200,1158,1950,4.952151926715462,1
2961,1706,91,2.7517402690258317,0
4973,1771,3093,4.736852604033714,0
4433,421,2219,7.75298018397503,1
2869,1209,1387,8.01657762808064,1
956,4675,4274,6.495261287493691,1
8352,890,2285,4.677478334001638,0
5699,4817,3206,5.7574963920384805,1
6944,3267,2924,3.850153713556171,0
4493,4976,279,1.2655634299423824,1
9492,1473,1618,3.856205973860919,0
4911,3243,2787,5.303327560696342,1
3987,4478,370,5.98834014650584,0
9719,2181,3183,9.358009760546208,1
6015,1449,3834,7.773334450306162,0
1218,3096,1703,1.5199256144467732,0
4496,3256,2268,1.7418220665292805,0
4735,3156,303,1.0049475923975404,1
4555,1590,3774,7.381817272209178,0
9146,4239,1348,7.06122278491857,0
8050,3981,2422,9.863629016968812,0
3446,1435,3628,5.220234176643487,1
1045,223,2428,8.264149288488818,0
6893,219,3033,5.764398586427876,0
1693,4274,668,8.74086712527437,0
3436,1654,499,7.210210393027515,1
8754,4528,1414,6.42884014991253,0
5895,264,529,5.651226709830503,1
3354,953,3621,7.2297052444297485,1
225,4524,3456,4.196538426710105,0
4893,3733,754,0.9657658070566411,0
7022,2774,2347,0.39986128797840803,1
9151,3124,4910,4.790237316091739,1
5600,479,726,5.992915822201414,1
7996,3514,4826,0.7884903057062542,0
9007,1353,4923,2.869035489121022,0
7683,3322,2649,3.2203220597548707,0
4642,3878,2046,5.6279553520825125,0
7679,889,2815,2.784824560427891,0
8208,3854,874,0.9564859955600669,0
7339,924,3279,1.6485674094655012,0
9435,2170,2984,1.739478016041932,0
2205,1902,2178,8.426949442227615,0
1069,4873,3807,2.843196869782915,0
3444,2395,607,7.146917339147569,1
1060,28,634,5.678387463393058,0
2327,34,4579,9.77038753616442,0
3420,3589,2727,2.7282266888020223,0
301,2670,1074,1.5837302052920021,0
606,3365,1914,0.5203783769456038,0
3170,588,588,2.4095966228128054,0
699,3218,3231,6.840708864153926,0
5088,3138,2304,0.8525822463686061,1
9331,903,3838,2.4470184514965854,0
190,4086,1973,8.55308368184012,0
980,2169,2055,5.829529493645202,1
2975,339,3480,0.6952154025319546,0
6102,4270,2079,0.47683144249763276,1
1184,1714,3052,0.6112287532576688,0
3327,4692,4482,9.418750501472527,0
3394,4546,1251,8.498714285610546,0
8319,556,3795,8.449400420187747,1
1816,3087,3822,9.242167622435458,0
5854,3266,4302,5.052553902509103,0
6709,3567,3389,2.47344671143344,0
569,2056,1780,4.013480042385181,0
5442,3899,2604,7.1886407288381085,1
1895,1016,3688,8.760328715212651,0
2733,2062,4888,4.350909266995243,1
3863,838,1724,5.3538095538206125,0
7455,1637,2784,9.317829932762532,1
4014,4321,3719,1.0749863710942908,0
1686,3496,1677,8.62299216974124,1
3009,1813,448,1.5930748225193592,0
7806,3479,4687,4.8386135029062025,1
154,1451,81,2.1842312866305957,0
1409,2313,1406,6.029476306906042,0
784,1514,1480,5.585734217082661,1
8096,1231,1079,3.8000736424075185,0
7560,1645,3598,8.633035148451244,1
7343,2999,4514,6.598133202880598,0
7206,3440,4183,7.212051249619437,0
5596,4056,3680,1.5065973820766854,1
5801,305,2703,8.831656779756177,0
2806,3536,4310,1.670401636200184,0
537,1723,3756,2.227849642099602,1
5986,1689,1758,1.2805513849688044,0
1841,1517,2599,4.403592079688155,0
8716,3917,2550,8.877092317523097,0
6971,419,3853,2.524475196098596,1
5625,2936,2746,3.737534204229532,1
2950,3862,2292,8.46066420075422,1
7992,4229,1501,6.178152797588892,0
4780,1450,4404,7.516163936462768,0
2368,3096,230,2.140000494361148,0
6655,3261,4250,7.1648986333257545,0
8173,1164,1198,2.276105786417725,0
4495,1869,114,9.87313982210661,0
9163,1819,1413,5.598861561267373,1
6002,2705,4406,6.95639258043137,1
6614,3515,992,1.1840158414150281,0
9358,1342,2347,2.5065598004156953,1
5919,2226,1041,1.3974065956435433,1
853,1079,11,3.901707152717231,0
4146,4206,3676,2.8413586420539847,0
3769,4563,4825,7.3292225963056925,0
574,2779,3065,1.0870897962815118,0
1148,2528,2036,7.520593684503682,0
6293,813,3046,0.45704824638587493,0
6457,2031,2350,2.0201783732239242,1
7509,322,540,7.919649919646029,0
9907,2969,2860,7.427766411078949,0
4777,903,76,4.763261139188634,0
3854,1541,3067,0.4998271507755181,0
2491,3503,23,6.098937416692993,0
3124,2653,675,4.067241039740984,0
5691,2476,2394,3.1652815019796976,1
3051,3340,4267,6.404106368265342,0
4,4243,3398,4.366145622017264,1
5222,1141,2759,0.9242110045317864,0
5315,849,488,9.159504705123444,0
4869,366,1485,7.78493099453379,0
876,2897,3659,0.5637819129055244,1
9183,1089,3235,5.250638701906956,1
7027,4041,2419,0.833775628986283,0
4142,2038,3495,8.37289859058485,0
6966,2860,756,6.130139610519718,0
7079,4270,2524,1.7244913357306846,1
7987,1854,4250,0.2074134280620077,0
6799,4683,256,0.3158101214642062,0
4465,494,1779,5.073654720648298,0
635,3182,4769,7.3437347867677385,0
1693,1784,2115,1.2084045133395915,1
9874,3510,3348,2.2128406591495753,0
4752,3786,4768,3.2725994516953225,0
8311,4130,1472,2.18076782061153,0
830,998,258,3.9133656268715864,0
5177,4469,4075,5.596150057650762,0
9561,1451,306,6.849367482413093,1
8932,1751,1118,9.637751822072286,0
8308,2280,3017,9.308436696831945,0
5949,4800,4341,5.701269748289145,0
2838,4658,2780,7.341500564563547,1
1150,2934,1658,9.50872204625428,0
7560,3734,186,0.8347194454140483,1
1931,3346,1797,0.056347598614291394,0
9204,1873,924,0.2979976372958326,1
1664,4534,784,5.633493623729638,0
1081,3803,3444,7.628334253025342,0
512,1979,3196,3.670749507450346,0
7805,698,1360,5.452391747276186,1
5237,1312,340,5.163663185485369,1
559,2962,562,0.9477089159201957,1
3672,2938,4746,3.21588264224049,1
7404,4787,2999,0.19435155182301989,0
3343,2300,1193,1.1070568880651088,0
4070,3197,3110,8.118582229097779,1
9662,126,68,8.294134972483189,1
580,1191,2428,8.019463200450698,0
7004,2639,3598,7.268186409522366,0
8130,4389,2372,7.933128463999017,0
3147,3916,4556,6.709823412695184,0
4249,1366,843,6.698333388162886,0
1679,1019,573,6.673617974918081,0
3506,4079,4214,5.140427896782041,0
7253,4514,2596,3.6334723346484443,1
2744,4539,4741,7.30195266161555,1
9435,684,1478,2.986460135867416,1
5188,3629,2073,5.429021314776192,1
2141,2887,1513,4.333556202178813,0
6617,1462,968,2.766222770937011,1
2479,4086,2196,9.746899204524633,0
6484,2261,1511,2.587516452018195,1
9827,4180,654,3.0929306372303,0
7421,2841,2992,1.6158750175806824,1
9949,1767,4650,8.229806253142906,0
4452,4180,4520,5.865894005544893,0
5881,3560,292,6.130392564723857,0
6665,2112,2601,8.205614117990978,0
2849,4758,4526,3.4291965862987936,0
7390,626,4412,1.9363342538021378,0
6905,4159,4493,1.9840536399390396,1
2489,3414,1588,7.326198214622593,0
9823,1375,595,6.141151544624474,0
9207,1181,2593,2.063388785820889,0
9540,490,2123,1.4506539464042356,0
4611,3729,1943,1.206873051619728,0
2839,3534,915,6.277986477030377,0
8527,3296,3869,0.0011864491085000761,1
5878,1940,2794,0.1831934260354373,0
9087,4408,3078,3.895531356260953,1
6303,1882,975,6.913498642761624,1
851,4908,1075,6.950393764974039,1
1687,2987,2989,4.301182736076906,0
6833,3159,3467,6.910736066045696,0
2427,4775,1451,5.210961795801254,0
9760,4530,3823,9.769314167973153,1
4000,681,3932,1.6246021383683307,0
5052,1073,2028,6.006672677056057,1
2738,2387,362,4.912387759510036,0
5732,2394,2429,1.9446634465769441,0
5387,2693,3632,7.499904321417034,0
8002,1370,2318,2.7550801993199525,0
5536,4744,3085,3.8170981909354165,1
3913,4340,2345,3.7483056958753003,0
1066,2156,3598,2.442044731879488,0
7723,2580,4329,4.307053316984052,0
4380,4391,1731,4.733458809276183,0
4107,2159,26,7.442216728093075,0
5726,3248,92,7.650685743770371,0
3373,3731,2664,1.5855596829166207,0
8945,3829,308,5.927722993275321,0
2082,1627,51,8.961977982793956,0
8967,3472,318,1.0878660888456082,0
6748,27,1992,4.729140445341385,0
9817,1985,4276,7.503531224083427,1
417,4153,3891,6.114913343823432,1
8306,1521,4742,1.0058565659662388,1
8808,296,3956,3.966061253509724,1
3974,2181,2692,5.07239498216864,0
3267,3402,3018,9.958456017162728,0
825,2296,2024,1.7860790932365278,0
7668,2597,4431,9.824237671601125,0
5745,901,1525,3.761497842294439,0
9708,1098,1278,2.0032048607382134,1
412,1677,513,4.14109082123996,0
7543,2881,4337,6.1399512403481715,0
7587,4866,1733,2.1349739391099587,0
728,1378,3370,2.9143908330212778,0
7164,1248,3921,8.545465017352898,0
8867,3735,2500,9.990094616688678,1
5988,4241,3464,3.181726914984264,0
2504,1264,2259,1.4885680394994028,1
2967,1907,4763,7.931708199940416,1
2786,1058,4689,6.0045568727514524,0
1122,2749,2659,1.0040114337560113,0
4079,2048,255,9.46771481436021,1
1571,4248,1502,0.7804952839989199,0
5073,2476,4656,6.253564016336411,0
5104,4016,2110,4.239372558935814,1
2143,4603,406,5.566239182399358,0
9879,3197,2849,2.132141956601444,0
6806,4586,3176,6.8811039925065165,0
7357,3553,1860,9.597196891333397,0
3440,4440,4354,4.584258740449156,0
3766,1761,722,5.229582775682272,0
5644,220,1282,2.398116705688813,0
2914,4818,613,8.918679837510812,0
4968,4623,3331,9.711744051399583,1
5917,2888,3116,7.862968850860543,1
8787,1664,1978,5.42773502159804,0
728,3986,812,9.567968245086307,0
1365,4576,1786,1.538500553672768,0
4492,2977,330,4.7849085989521845,0
698,1871,2212,5.376057067264131,1
7186,1462,1216,4.919164197523767,0
395,344,4482,8.024182871787032,0
7400,44,3337,6.7040289101636406,0
8082,2068,2375,1.2665846591826169,1
4171,1514,1240,3.464513073430604,1
4360,2598,319,3.3907684838688636,0
2502,1001,4494,5.6563219279292865,0
717,1033,1914,2.9145841765789693,0
2782,2040,4200,1.172717695539106,0
4946,273,4791,6.536826656571354,0
5486,2647,329,8.510369385350225,1
8335,1779,659,9.31608095465924,0
4980,4476,3688,9.725784176594757,1
7266,478,3118,7.81116846209014,1
4491,515,4916,1.3970242829190216,0
7192,4286,1972,8.531118242367246,0
5588,1191,1793,3.9996007338247397,1
7651,2668,3218,7.299113137923636,0
3636,1411,4557,5.312680049608359,0
1167,3280,2533,8.286061336487837,0
1062,271,2457,4.255057328396886,0
2156,142,3100,0.6179381074002077,0
7860,3332,4366,5.568237108824708,0
5161,787,2733,1.7129055466767318,0
5305,1681,4480,9.655176323529226,0
6541,622,4155,5.269630658254916,0
4729,3841,219,5.535587938372605,0
9348,3676,2818,9.072657128148178,0
7330,2572,1906,6.245852451511748,0
5334,3260,2611,3.027293771897072,0
8924,4712,2593,2.9609461691337113,1
4330,66,95,5.0157864990645615,1
8010,4286,988,8.66608228929159,1
6801,4616,1112,7.9472934073627854,1
4846,1140,2278,9.627405860568448,0
6731,2314,245,0.7188612285220364,0
7241,2532,2158,2.6832606896433866,0
953,3580,4329,0.8020770781372599,1
2539,1187,3349,7.5107919390243625,1
7056,4471,2725,1.4083368915038363,0
1542,4748,4077,0.9988631799760672,0
5293,3339,4898,5.616722070995576,0
1191,548,2666,4.114847121191585,0
6313,4087,3199,7.151013387624671,0
6938,72,2754,4.87015391700273,1
2681,198,1417,4.253345959404528,0
9409,3201,654,4.255004487469709,1
1540,1781,2442,8.718763803988546,0
6172,571,110,3.9522565072246643,0
5541,790,89,3.333971277696335,1
9580,1638,762,3.3853507702272934,0
1365,1831,3172,1.9660079681489029,0
8691,1855,2179,8.606888505739894,1
9872,1174,2504,1.4663081502758157,1
8702,3740,1464,9.086107377996054,0
7494,3277,97,2.834677219110062,0
4312,178,292,8.99426822173847,0
1324,2244,1839,7.908206568145771,1
9347,4086,1734,5.819875209503587,1
3141,734,2619,6.694700039185991,0
7419,798,4747,3.258440908249277,0
3486,787,2196,5.7422861432766235,1
1810,2795,3466,2.9240290072669706,0
6588,4304,1906,4.022728138904617,0
2923,4588,1721,7.646625552292448,0
5301,3084,3691,2.4393256381021624,0
4186,2918,1816,8.388460158375377,0
8905,731,252,3.758828536649965,0
5977,1129,4227,5.32169960856181,0
4268,3446,3519,9.419604875628734,1
4748,1605,1907,6.8125563018687485,0
4849,3778,1910,6.456041128446274,0
9435,2745,2521,7.116077276050291,1
3709,3170,3849,9.181113387605613,1
9273,4689,1058,2.4851370922151084,0
6619,2933,3538,6.132412057993384,0
8647,1215,2322,4.003938543836522,0
9086,324,186,0.11855293210243922,0
9576,1850,948,1.253008964061092,0
3072,1490,2290,3.249918952635884,0
6530,893,4359,5.649999711819157,0
504,1390,4617,8.814747766962716,1
1214,3389,4878,7.911141182014395,0
1531,4239,4630,5.533336724227704,0
7576,4479,209,0.7387041790746762,0
823,2263,2093,2.859062903949786,0
928,3432,3538,3.667086478922439,0
5029,2371,1563,6.217171852038426,1
133,3086,25,0.6492362297984111,1
2105,4312,174,5.301935545004733,1
3627,1515,1334,9.014645761447072,0
6316,2917,321,7.054326956974029,0
1852,2352,4150,7.9707680656275635,0
4910,1167,4047,6.816756483590734,0
4175,110,3227,2.0658911217259224,1
5348,4327,1872,1.1048382006601865,1
9442,3655,2067,8.294906730049089,1
6190,3793,332,6.955044360155283,1
1256,1755,2991,5.750615588163682,1
3376,1577,910,1.8928286496824598,0
5645,1296,4496,6.033449653117534,1
3486,3774,949,0.3132178522215978,0
3584,2220,2075,1.1883913439395943,1
9588,972,2514,3.118901498044245,0
8053,1030,3331,4.437382774111644,0
3330,2593,3029,1.2056449582200035,1
2703,3992,100,1.199401838575358,0
8662,4613,4646,7.258936605836355,1
8120,913,2400,5.697194065334856,0
7114,2181,3371,5.33741980777665,0
1353,3197,2343,4.524344951175499,0
5063,1462,352,9.76543106344564,0
8549,2378,2955,0.4980028289437677,0
7575,3454,1018,1.8062717616157742,0
667,3553,1179,6.475077574012373,0
4468,1307,3536,1.3636565385124133,0
9337,4994,3650,5.893809380091738,0
6819,1189,2502,5.6776122548108,0
3719,687,3819,9.710051836396419,1
2745,4661,979,8.833864870490224,0
7483,1207,4834,9.455533437674525,0
539,1894,976,1.1360236947397961,0
4964,4922,1371,8.681484372541888,0
4835,1811,2280,1.2909066172830597,0
3775,3183,4576,6.329321785439889,0
6042,3797,107,7.200781606780023,0
7102,1644,972,1.6085349814928585,0
7312,3968,1626,6.326593759295397,0
5320,2716,703,0.5246049291199406,1
6132,190,874,2.932660857428302,0
7891,1335,3809,9.211584939341167,0
2779,4803,2411,1.7173116290186918,0
924,3106,2107,0.652699924503275,0
1581,378,3553,4.436781996554594,0
7714,4482,1273,8.506182085272716,0
3324,3829,559,0.7667238196828996,0
5713,615,116,3.555353652304085,0
7026,2330,4969,8.997748345593262,0
255,1754,3046,1.1815554994445432,0
4804,463,43,3.1066850591194664,0
1838,966,508,7.784206115357039,0
9,4267,3439,5.432109871388043,0
2871,3158,3928,8.32333140633583,0
8989,3624,4944,1.115953930487984,1
7409,4938,916,9.205541713797228,1
7418,689,2945,9.349117945152088,0
5124,2622,798,1.5531302014670634,1
1015,2212,4971,0.33875464406750044,0
2193,382,1760,9.898413819555689,0
8415,2256,2333,4.822515923024245,0
7449,3810,3275,5.720754040354313,0
4158,3503,818,6.159047336665763,0
3925,1412,2168,7.896684627805027,0
6970,1583,3735,8.119879690459179,0
6938,371,3065,1.9392522431977388,1
4784,610,3259,2.3663674063352658,0
4000,115,906,8.768330289463721,1
1633,446,4108,8.195176047505864,0
7266,1391,602,6.176193815539554,0
8702,3324,4295,9.946991591248498,0
384,1340,2633,7.351839435513236,0
404,4510,1791,2.158367681302489,0
8175,2939,3527,8.466440643326782,0
2000,3699,4543,4.1473263637014,0
9860,1073,1811,0.36152660541289183,0
5989,4813,3911,3.214212778116706,0
1460,3569,840,7.635512340593853,0
7190,3150,3142,9.602062071864733,1
7140,1605,4685,2.7613641630319385,0
3636,4657,2090,2.4651632440971505,1
4809,2294,4615,5.636165855983001,0
4178,3662,1036,8.116838996624468,0
7245,4482,724,7.465256821609466,0
6600,4797,987,5.599589025628165,0
5997,983,802,6.313896816144785,1
2048,351,2582,2.42098957326344,0
4780,1724,3837,4.325742650033506,1
716,1951,526,2.5536562652029993,1
7939,1279,1665,8.844179748446377,0
5565,1907,1138,1.1255450736551575,0
4544,4848,459,6.7974055785637075,0
4976,1024,2552,2.6028319716502346,0
3419,545,4420,4.7557740971846645,0
7239,4174,4674,2.994127802466328,0
9766,2381,2808,3.2324531705947166,0
249,888,2898,2.6039301361102196,0
8865,1105,3243,7.527929211954386,0
770,2549,4068,3.657158571790471,1
4363,1990,2331,7.263570177140827,0
1077,3998,4570,4.5606993010401276,0
8427,3775,3685,5.472460421002872,0
8580,2812,631,5.432874757134874,1
7901,920,4798,9.758520793435888,0
4858,4645,2456,3.670624557109512,1
6544,2061,981,2.076840953975976,1
4719,4487,4654,9.117919403666022,1
2814,3639,4317,1.7483928931557324,0
3374,3165,1556,8.344228458443446,0
1252,4435,2205,1.502148954669258,1
6996,2644,4443,6.587243342274062,1
4673,4852,4984,1.5054081326453606,1
4530,1045,3955,9.230858192394294,0
6881,3556,921,5.650082826528312,0
6949,2681,404,3.2927383914008757,0
9521,3199,4772,1.403227749635949,1
6241,938,4684,3.7119223614599397,1
8017,4943,1620,7.050200348688117,0
6941,441,2952,3.8495088392854715,0
9550,2550,3118,2.4609413609544406,0
7002,4225,1594,5.774094482938173,0
1331,596,565,4.178218528371196,0
4261,1505,4799,1.6580623603029232,0
7648,861,2868,1.539879902774568,0
9550,2640,857,7.074619902218547,0
5115,3731,1284,9.746718955162564,1
4637,1551,584,2.3309407086205636,1
4854,3236,4327,7.731486008314899,1
3177,1736,1245,0.876067024504652,1
7730,1449,51,3.815759190521817,0
2180,264,2163,5.06688152808257,1
4892,2659,537,2.687469452897683,1
7043,2721,540,5.295784165142504,0
137,1462,814,8.826144276638544,0
6327,4252,1415,9.444379623549935,1
3472,1445,2838,1.0055695437304946,1
5449,2298,1652,2.718459339842023,0
2832,2925,2665,9.79133917517725,0
3579,1632,4514,2.7041841040224366,1
