followers,posts,likes,comments,shares,engagement_rate,is_influencer
low,high,high,high,average,average,0
low,high,high,high,average,high,1
low,high,high,high,high,low,1
low,high,high,high,high,average,1
low,high,high,high,high,high,1
average,low,low,low,low,low,0
average,low,low,low,low,average,0
average,low,low,low,low,high,0
average,low,low,low,average,low,0
average,low,low,low,average,average,0
average,low,low,low,average,high,0
average,low,low,low,high,low,0
average,low,low,low,high,average,0
average,low,low,low,high,high,0
average,low,low,average,low,low,0
average,low,low,average,low,average,0
average,low,low,average,low,high,0
average,low,low,average,average,low,0
average,low,low,average,average,average,0
average,low,low,average,average,high,0
average,low,low,average,high,low,0
average,low,low,average,high,average,0
average,low,low,average,high,high,0
average,low,low,high,low,low,0
average,low,low,high,low,average,0
average,low,low,high,low,high,0
average,low,low,high,average,low,0
average,low,low,high,average,average,0
average,low,low,high,average,high,0
average,low,low,high,high,low,0
average,low,low,high,high,average,0
average,low,low,high,high,high,0
average,low,average,low,low,low,0
average,low,average,low,low,average,0
average,low,average,low,low,high,0
average,low,average,low,average,low,0
average,low,average,low,average,average,0
average,low,average,low,average,high,0
average,low,average,low,high,low,0
average,low,average,low,high,average,0
average,low,average,low,high,high,0
average,low,average,average,low,low,0
average,low,average,average,low,average,0
average,low,average,average,low,high,0
average,low,average,average,average,low,0
average,low,average,average,average,average,0
average,low,average,average,average,high,0
average,low,average,average,high,low,0
average,low,average,average,high,average,0
average,low,average,average,high,high,0
average,low,average,high,low,low,0
average,low,average,high,low,average,0
average,low,average,high,low,high,0
average,low,average,high,average,low,0
average,low,average,high,average,average,0
average,low,average,high,average,high,0
average,low,average,high,high,low,0
average,low,average,high,high,average,0
average,low,average,high,high,high,0
average,low,high,low,low,low,0
average,low,high,low,low,average,0
average,low,high,low,low,high,0
average,low,high,low,average,low,0
average,low,high,low,average,average,0
average,low,high,low,average,high,0
average,low,high,low,high,low,0
average,low,high,low,high,average,0
average,low,high,low,high,high,0
average,low,high,average,low,low,0
average,low,high,average,low,average,0
average,low,high,average,low,high,0
average,low,high,average,average,low,0
average,low,high,average,average,average,0
average,low,high,average,average,high,0
average,low,high,average,high,low,0
average,low,high,average,high,average,0
average,low,high,average,high,high,0
average,low,high,high,low,low,0
average,low,high,high,low,average,0
average,low,high,high,low,high,0
average,low,high,high,average,low,0
average,low,high,high,average,average,0
average,low,high,high,average,high,0
average,low,high,high,high,low,1
average,low,high,high,high,average,1
average,low,high,high,high,high,1
average,average,low,low,low,low,0
average,average,low,low,low,average,0
average,average,low,low,low,high,0
average,average,low,low,average,low,0
average,average,low,low,average,average,0
average,average,low,low,average,high,0
average,average,low,low,high,low,0
average,average,low,low,high,average,0
average,average,low,low,high,high,0
average,average,low,average,low,low,0
average,average,low,average,low,average,0
average,average,low,average,low,high,0
average,average,low,average,average,low,0
average,average,low,average,average,average,0
average,average,low,average,average,high,0
average,average,low,average,high,low,0
average,average,low,average,high,average,0
average,average,low,average,high,high,0
average,average,low,high,low,low,0
average,average,low,high,low,average,0
average,average,low,high,low,high,0
average,average,low,high,average,low,0
average,average,low,high,average,average,0
average,average,low,high,average,high,0
average,average,low,high,high,low,0
average,average,low,high,high,average,0
average,average,low,high,high,high,0
average,average,average,low,low,low,0
average,average,average,low,low,average,0
average,average,average,low,low,high,0
average,average,average,low,average,low,0
average,average,average,low,average,average,0
average,average,average,low,average,high,0
average,average,average,low,high,low,0
average,average,average,low,high,average,0
average,average,average,low,high,high,0
average,average,average,average,low,low,0
average,average,average,average,low,average,0
average,average,average,average,low,high,0
average,average,average,average,average,low,0
average,average,average,average,average,average,0
average,average,average,average,average,high,0
average,average,average,average,high,low,0
average,average,average,average,high,average,0
average,average,average,average,high,high,0
average,average,average,high,low,low,0
average,average,average,high,low,average,0
average,average,average,high,low,high,0
average,average,average,high,average,low,0
average,average,average,high,average,average,0
average,average,average,high,average,high,0
average,average,average,high,high,low,0
average,average,average,high,high,average,0
average,average,average,high,high,high,0
average,average,high,low,low,low,0
average,average,high,low,low,average,0
average,average,high,low,low,high,0
average,average,high,low,average,low,0
average,average,high,low,average,average,0
average,average,high,low,average,high,0
average,average,high,low,high,low,0
average,average,high,low,high,average,0
average,average,high,low,high,high,0
average,average,high,average,low,low,0
average,average,high,average,low,average,0
average,average,high,average,low,high,0
average,average,high,average,average,low,0
average,average,high,average,average,average,0
average,average,high,average,average,high,0
average,average,high,average,high,low,0
average,average,high,average,high,average,0
average,average,high,average,high,high,0
average,average,high,high,low,low,0
average,average,high,high,low,average,0
average,average,high,high,low,high,0
average,average,high,high,average,low,0
average,average,high,high,average,average,0
average,average,high,high,average,high,0
average,average,high,high,high,low,1
average,average,high,high,high,average,1
average,average,high,high,high,high,1
average,high,low,low,low,low,0
average,high,low,low,low,average,0
average,high,low,low,low,high,1
average,high,low,low,average,low,0
average,high,low,low,average,average,0
average,high,low,low,average,high,1
average,high,low,low,high,low,0
average,high,low,low,high,average,0
average,high,low,low,high,high,1
average,high,low,average,low,low,0
average,high,low,average,low,average,0
average,high,low,average,low,high,1
average,high,low,average,average,low,0
average,high,low,average,average,average,0
average,high,low,average,average,high,1
average,high,low,average,high,low,0
average,high,low,average,high,average,0
average,high,low,average,high,high,1
average,high,low,high,low,low,0
average,high,low,high,low,average,0
average,high,low,high,low,high,1
average,high,low,high,average,low,0
average,high,low,high,average,average,0
average,high,low,high,average,high,1
average,high,low,high,high,low,0
average,high,low,high,high,average,0
average,high,low,high,high,high,1
average,high,average,low,low,low,0
average,high,average,low,low,average,0
average,high,average,low,low,high,1
average,high,average,low,average,low,0
average,high,average,low,average,average,0
average,high,average,low,average,high,1
average,high,average,low,high,low,0
average,high,average,low,high,average,0
average,high,average,low,high,high,1
average,high,average,average,low,low,0
average,high,average,average,low,average,0
average,high,average,average,low,high,1
average,high,average,average,average,low,0
average,high,average,average,average,average,0
average,high,average,average,average,high,1
average,high,average,average,high,low,0
average,high,average,average,high,average,0
average,high,average,average,high,high,1
average,high,average,high,low,low,0
average,high,average,high,low,average,0
average,high,average,high,low,high,1
average,high,average,high,average,low,0
average,high,average,high,average,average,0
average,high,average,high,average,high,1
average,high,average,high,high,low,0
average,high,average,high,high,average,0
average,high,average,high,high,high,1
average,high,high,low,low,low,0
average,high,high,low,low,average,0
average,high,high,low,low,high,1
average,high,high,low,average,low,0
average,high,high,low,average,average,0
average,high,high,low,average,high,1
average,high,high,low,high,low,0
average,high,high,low,high,average,0
average,high,high,low,high,high,1
average,high,high,average,low,low,0
average,high,high,average,low,average,0
average,high,high,average,low,high,1
average,high,high,average,average,low,0
average,high,high,average,average,average,0
average,high,high,average,average,high,1
average,high,high,average,high,low,0
average,high,high,average,high,average,0
average,high,high,average,high,high,1
average,high,high,high,low,low,0
average,high,high,high,low,average,0
average,high,high,high,low,high,1
average,high,high,high,average,low,0
average,high,high,high,average,average,0
average,high,high,high,average,high,1
average,high,high,high,high,low,1
average,high,high,high,high,average,1
average,high,high,high,high,high,1
high,low,low,low,low,low,0
high,low,low,low,low,average,0
high,low,low,low,low,high,1
high,low,low,low,average,low,0
high,low,low,low,average,average,0
high,low,low,low,average,high,1
high,low,low,low,high,low,0
high,low,low,low,high,average,0
high,low,low,low,high,high,1
high,low,low,average,low,low,0
high,low,low,average,low,average,0
high,low,low,average,low,high,1
high,low,low,average,average,low,0
high,low,low,average,average,average,0
high,low,low,average,average,high,1
high,low,low,average,high,low,0
high,low,low,average,high,average,0
high,low,low,average,high,high,1
high,low,low,high,low,low,0
high,low,low,high,low,average,0
high,low,low,high,low,high,1
high,low,low,high,average,low,0
high,low,low,high,average,average,0
high,low,low,high,average,high,1
high,low,low,high,high,low,0
high,low,low,high,high,average,0
high,low,low,high,high,high,1
high,low,average,low,low,low,0
high,low,average,low,low,average,0
high,low,average,low,low,high,1
high,low,average,low,average,low,0
high,low,average,low,average,average,0
high,low,average,low,average,high,1
high,low,average,low,high,low,0
high,low,average,low,high,average,0
high,low,average,low,high,high,1
high,low,average,average,low,low,0
high,low,average,average,low,average,0
high,low,average,average,low,high,1
high,low,average,average,average,low,0
high,low,average,average,average,average,0
high,low,average,average,average,high,1
high,low,average,average,high,low,0
high,low,average,average,high,average,0
high,low,average,average,high,high,1
high,low,average,high,low,low,0
high,low,average,high,low,average,0
high,low,average,high,low,high,1
high,low,average,high,average,low,0
high,low,average,high,average,average,0
high,low,average,high,average,high,1
high,low,average,high,high,low,0
high,low,average,high,high,average,0
high,low,average,high,high,high,1
high,low,high,low,low,low,0
high,low,high,low,low,average,0
high,low,high,low,low,high,1
high,low,high,low,average,low,0
high,low,high,low,average,average,0
high,low,high,low,average,high,1
high,low,high,low,high,low,0
high,low,high,low,high,average,0
high,low,high,low,high,high,1
high,low,high,average,low,low,0
high,low,high,average,low,average,0
high,low,high,average,low,high,1
high,low,high,average,average,low,0
high,low,high,average,average,average,0
high,low,high,average,average,high,1
high,low,high,average,high,low,0
high,low,high,average,high,average,0
high,low,high,average,high,high,1
high,low,high,high,low,low,0
high,low,high,high,low,average,0
high,low,high,high,low,high,1
high,low,high,high,average,low,0
high,low,high,high,average,average,0
high,low,high,high,average,high,1
high,low,high,high,high,low,1
high,low,high,high,high,average,1
high,low,high,high,high,high,1
high,average,low,low,low,low,0
high,average,low,low,low,average,0
high,average,low,low,low,high,1
high,average,low,low,average,low,0
high,average,low,low,average,average,0
high,average,low,low,average,high,1
high,average,low,low,high,low,0
high,average,low,low,high,average,0
high,average,low,low,high,high,1
high,average,low,average,low,low,0
high,average,low,average,low,average,0
high,average,low,average,low,high,1
high,average,low,average,average,low,0
high,average,low,average,average,average,0
high,average,low,average,average,high,1
high,average,low,average,high,low,0
high,average,low,average,high,average,0
high,average,low,average,high,high,1
high,average,low,high,low,low,0
high,average,low,high,low,average,0
high,average,low,high,low,high,1
high,average,low,high,average,low,0
high,average,low,high,average,average,0
high,average,low,high,average,high,1
high,average,low,high,high,low,0
high,average,low,high,high,average,0
high,average,low,high,high,high,1
high,average,average,low,low,low,0
high,average,average,low,low,average,0
high,average,average,low,low,high,1
high,average,average,low,average,low,0
high,average,average,low,average,average,0
high,average,average,low,average,high,1
high,average,average,low,high,low,0
high,average,average,low,high,average,0
high,average,average,low,high,high,1
high,average,average,average,low,low,0
high,average,average,average,low,average,0
high,average,average,average,low,high,1
high,average,average,average,average,low,0
high,average,average,average,average,average,0
high,average,average,average,average,high,1
high,average,average,average,high,low,0
high,average,average,average,high,average,0
high,average,average,average,high,high,1
high,average,average,high,low,low,0
high,average,average,high,low,average,0
high,average,average,high,low,high,1
high,average,average,high,average,low,0
high,average,average,high,average,average,0
high,average,average,high,average,high,1
high,average,average,high,high,low,0
high,average,average,high,high,average,0
high,average,average,high,high,high,1
high,average,high,low,low,low,0
high,average,high,low,low,average,0
high,average,high,low,low,high,1
high,average,high,low,average,low,0
high,average,high,low,average,average,0
high,average,high,low,average,high,1
high,average,high,low,high,low,0
high,average,high,low,high,average,0
high,average,high,low,high,high,1
high,average,high,average,low,low,0
high,average,high,average,low,average,0
high,average,high,average,low,high,1
high,average,high,average,average,low,0
high,average,high,average,average,average,0
high,average,high,average,average,high,1
high,average,high,average,high,low,0
high,average,high,average,high,average,0
high,average,high,average,high,high,1
high,average,high,high,low,low,0
high,average,high,high,low,average,0
high,average,high,high,low,high,1
high,average,high,high,average,low,0
high,average,high,high,average,average,0
high,average,high,high,average,high,1
high,average,high,high,high,low,1
high,average,high,high,high,average,1
high,average,high,high,high,high,1
high,high,low,low,low,low,0
high,high,low,low,low,average,0
high,high,low,low,low,high,1
high,high,low,low,average,low,0
high,high,low,low,average,average,0
high,high,low,low,average,high,1
high,high,low,low,high,low,0
high,high,low,low,high,average,0
high,high,low,low,high,high,1
high,high,low,average,low,low,0
high,high,low,average,low,average,0
high,high,low,average,low,high,1
high,high,low,average,average,low,0
high,high,low,average,average,average,0
high,high,low,average,average,high,1
high,high,low,average,high,low,0
high,high,low,average,high,average,0
high,high,low,average,high,high,1
high,high,low,high,low,low,0
high,high,low,high,low,average,0
high,high,low,high,low,high,1
high,high,low,high,average,low,0
high,high,low,high,average,average,0
high,high,low,high,average,high,1
high,high,low,high,high,low,0
high,high,low,high,high,average,0
high,high,low,high,high,high,1
high,high,average,low,low,low,0
high,high,average,low,low,average,0
high,high,average,low,low,high,1
high,high,average,low,average,low,0
high,high,average,low,average,average,0
high,high,average,low,average,high,1
high,high,average,low,high,low,0
high,high,average,low,high,average,0
high,high,average,low,high,high,1
high,high,average,average,low,low,0
high,high,average,average,low,average,0
high,high,average,average,low,high,1
high,high,average,average,average,low,0
high,high,average,average,average,average,0
high,high,average,average,average,high,1
high,high,average,average,high,low,0
high,high,average,average,high,average,0
high,high,average,average,high,high,1
high,high,average,high,low,low,0
high,high,average,high,low,average,0
high,high,average,high,low,high,1
high,high,average,high,average,low,0
high,high,average,high,average,average,0
high,high,average,high,average,high,1
high,high,average,high,high,low,0
high,high,average,high,high,average,0
high,high,average,high,high,high,1
high,high,high,low,low,low,0
high,high,high,low,low,average,0
high,high,high,low,low,high,1
high,high,high,low,average,low,0
high,high,high,low,average,average,0
high,high,high,low,average,high,1
high,high,high,low,high,low,0
high,high,high,low,high,average,0
high,high,high,low,high,high,1
high,high,high,average,low,low,0
high,high,high,average,low,average,0
high,high,high,average,low,high,1
high,high,high,average,average,low,0
high,high,high,average,average,average,0
high,high,high,average,average,high,1
high,high,high,average,high,low,0
high,high,high,average,high,average,0
high,high,high,average,high,high,1
high,high,high,high,low,low,0
high,high,high,high,low,average,0
high,high,high,high,low,high,1
high,high,high,high,average,low,0
high,high,high,high,average,average,0
high,high,high,high,average,high,1
high,high,high,high,high,low,1
high,high,high,high,high,average,1
high,high,high,high,high,high,1
